created_on,content
2021-05-11T00:44:37.117Z,all high level bolsheviks were kosher the only russians involved were low level muscle golden rule if a kike says it it will almost always be a lie
2022-03-13T22:40:43.439Z,i am white do not bathe in guilt tears does that make me a white supremacist neo nazi domestic terrorist
2020-11-11T20:38:43.982Z,is closing leaving a gap in slutty middle aged lady clubwear said hold my white claw
2021-01-05T10:53:44.058Z,feminists just want equal rights in the professional world the laws and the same security with which men roam around alone on streets at am we want to make our own future without involving every male relative around and not get raped too much to ask
2022-01-21T10:44:00.487Z,yup n they are all white love that for me
2021-05-18T18:46:17.882Z,child refugees in sweden are adults
2021-01-01T06:17:11.470Z,right now the media lies about right on left violence and we say no not true what needs to happen is the media reports actual right on left violence and we say that right bitches
2021-12-13T08:02:56.646Z,get rid of illegal aliens send them back home
2021-01-14T16:30:51.873Z,acts but the white devil tall fat white satanic preachers still encourage and preach that everyone is born equal a lie of the devil through their white devil teeth and they will go to hell for it for preaching lies since they do not even believe in god but are
2020-11-06T20:38:36.091Z,you can take the nigger out of the ghetto you can not take the ghetto out of the nigger
2020-11-28T10:37:33.309Z,if you are a white lady who ready to call me a nigger but in a loving way hit me up
2020-08-30T09:18:45.214Z,when the evil overlord gloats about his plan to james bond an hour before it set to begin it pretty darn retarded just how retarded do you have to be to gloat years before endgame about as retarded as you
2021-05-19T07:34:21.941Z,i hate hoes tow up hoes
2022-02-25T11:51:08.774Z,my twitter is literally all islam amp fairouz my only two interests in life
2021-02-24T17:18:00.379Z,you spell it like a retard
2022-04-06T01:45:19.826Z,a qawwali played from loudspeakers on mosques when hindus were being raped killed and chased out of kashmir it was qawwals which burnt the godhra train qawwals who bomb ppl qawwali was played when some muslims attacked mumbai qawwals broke the amar jyoti brilliant
2021-01-06T09:40:10.999Z,or learn a trade some young women are doing both liberal universities are not the only way to a good career
2021-10-17T09:18:47.270Z,criminal in chief his new moniker from bendover and ghetto mouse
2020-11-21T00:17:54.889Z,not shaming white male cowardice behavior is the major failure of modern western society white men stepping off sidewalks for niggers and worshipping them in their favorite sports ball entertainment has led to our women losing respect for us
2021-02-12T05:06:54.376Z,that funny i can not for the life of me remember even one circumstance where any democrat sided with putin kim jon un nazis white supremacist or the kk
2021-10-29T04:11:27.267Z,stop the illegal immigrants entering our country aided and abetted by our useless border farce patrol boats and the rnli
2021-05-29T17:30:12.944Z,shivaji companion during his fabled escape from the mughal internment in agra was madari mehtar a muslim shivaji even extended courtesy to sworn enemies like afzal khan st century rss rss roadmaps
2020-09-23T06:32:52.414Z,boomers with gook wives are the biggest threat to western civilization
2020-07-13T22:27:37.989Z,the weirdest moment in house of corpses is when the old rob zombie ass redneck grandpa name drops jimmy olsen aka the superman character no one cares about
2021-06-27T03:50:28.449Z,its the un girl in interested in in declared rape as a tool of war million white kids raped by paki muslims is pakistan secretly at war with the uk since we partitioned india eh i think yes
2021-12-14T14:15:08.652Z,did sponsor the anti trump violence today in berkeley berkeley berkeleyriots taxmarch maga
2021-03-24T05:17:34.669Z,mm i d differ lots whores in jew wood swallowing daily but they are perpetually swallowing a clue lies in what arabs noted in wars against jews jews had strong jew identity so they won another talmud has edict that jews should help other jews jews network and collude mobile ethno state
2021-01-28T18:26:46.880Z,apples and oranges you said you liked a paki and loved a nigger not that you enjoyed watching the show they were on hypocrisy
2020-07-31T10:49:06.262Z,is he taking lessons from penis juice and his kike handlers that a great example of reaching across the aisle so to speak if true
2021-12-07T03:40:51.373Z,this bullshit narrative about whites supposedly always wanting to touch nigger hair is pure unadulterated kike spawned muh magical negroes horse shit nobody wants to touch nigger hair not even other niggers
2020-12-30T12:45:31.926Z,boo sorry did i scare you wassup gurl its cocktober and if you are getting this it means ur a halloween hoe every year in cocktober the jack o slut comes to life coming to harvest his hoes for thot o ween
2021-11-06T00:34:50.805Z,imagine a world in which niggers are lower status than retarded whites because at least the retard can have smart kids that world will come and the sooner you internalize the attitude the sooner it arrives a white retard is a one off birth defect a nigger is a failed species
2022-03-22T11:24:44.746Z,looks like the kid and her family tried to win that ghetto lottery by crying racism of interracial crime is black on white anyway
2021-06-03T05:47:03.892Z,unitetheright fucking alt lite shitcucks they all suck that gay jew milo cock and do not hate baste black men guys
2020-09-05T21:33:19.460Z,bernardo is just a white honky
2021-10-02T04:29:09.342Z,bollywood movies cheese naan and violently abusing immigrants
2022-01-29T08:23:47.846Z,you used metal and mudshark in the same sentence shame hahahahahaha mornin
2020-06-03T23:37:30.840Z,you can t be a weak bitch if you want to be a bad bitch
2021-12-11T15:52:07.222Z,we need those kids the us was built on immigrants without them we would not exist we whites are only guests in america maybe it time it goes back to whom it rightfuly belongs
2020-06-14T18:47:41.276Z,questioning my masculinity will not get you nowhere niggers
2020-06-06T21:34:18.249Z,i get along with asians and whites very well mulattos not so much
2021-12-14T17:04:15.362Z,that not a compliment a compliment is you are sexy you turn me on not not one look at you and i know i am queer
2021-09-06T20:04:56.659Z,the jews are controlling my weather again i am a get that kike alf for this shit you with me
2021-11-26T19:31:59.915Z,i feel like me saying i want to be a teacher and then in the same breath being like grammar is a fucking joke gives a lot of white boomers whiplash
2021-05-20T02:29:46.929Z,calling someone nigga is acceptable but calling someone faggot it not the same
2022-01-24T13:41:10.164Z,especially since he claims he is a gay man
2020-12-04T13:51:51.357Z,i have been swinging hammers for years i ain t never seen a kike in my industry unless he was shlmeeling a product or taking graff from a trade union and you can take that to the bank
2022-04-21T19:12:03.273Z,does the equalityact allow a man in the girl locker room so long as they identified as a woman if so are women okay with that
2022-01-23T10:46:46.872Z,ban hollywood let the chinese sit with an empty she will we can build another one in another state cali is too infected with migrants pedophiles replace brn migrants w white european refugees china has a huge appetite for white slaves lots of kids pass thru that machine
2021-06-19T16:36:17.294Z,so its not only old muzzy men who are pedophiles muzzy women can marry little children too
